,track,uri,mood,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
163,Buzz,spotify:track:55pp6iI1wvxZL93k25vzXn,sad,0.51,0.385,8,-8.546,1,0.0298,0.312,0.0369,0.108,0.115,173.945
164,yellow is the color of her eyes,spotify:track:4D3nttJPU6L0M2epr7sId6,sad,0.452,0.515,11,-7.351,1,0.0255,0.757,0.12,0.14,0.191,80.537
165,If After All,spotify:track:3G22FtEHcA2JDc0MgqwhoP,sad,0.291,0.515,11,-12.25,0,0.0654,0.585,0.0873,0.52,0.399,160.606
166,My Least Favorite Life - From The HBO Series True Detective,spotify:track:7aDOYDChRnXeM1dmROvepj,sad,0.312,0.0576,2,-14.359,0,0.0508,0.923,1.72e-06,0.0987,0.0647,76.556
167,Pictures of Flowers,spotify:track:5d8GwNDbnQu60hgSImNR5B,sad,0.693,0.499,4,-10.103,1,0.0266,0.351,0.000733,0.367,0.427,100.642
168,Turn To Dust,spotify:track:6M1lGjZRnXL4vZvY0p3kTv,sad,0.511,0.434,6,-12.864,0,0.0284,0.815,0.0584,0.23,0.242,80.995
169,Snake Song,spotify:track:5Kc1BdIbe3KZSTiVeomy8d,sad,0.314,0.225,4,-10.239,0,0.0313,0.818,0.0101,0.115,0.0814,101.412
170,Drown,spotify:track:1fw7XQl4AGxM8ppPAR6y2i,sad,0.287,0.243,7,-15.119,1,0.0341,0.867,0.283,0.114,0.0383,117.886
171,Something American,spotify:track:2a1V9QpXiVGHkb6m0vabRU,sad,0.456,0.405,7,-5.236,1,0.0315,0.792,0,0.126,0.295,158.818
172,Head of Steak,spotify:track:3CoHSt9cVHsj9PhNqgqq5K,sad,0.463,0.475,4,-6.799,1,0.0276,0.674,1.17e-06,0.195,0.364,74.664
173,Rae,spotify:track:2MQC4MMW0xXjNPM0b30I1D,sad,0.612,0.217,3,-12.479,1,0.0423,0.807,3.05e-05,0.177,0.693,80.821
174,Smoke Signals,spotify:track:5g97GAdru7XfeJyJhViIll,sad,0.342,0.237,10,-14.601,1,0.0384,0.945,0.000267,0.112,0.186,117.824
175,Me & My Dog,spotify:track:4q9w3UGW3utmeUruBLUoZZ,sad,0.485,0.513,0,-8.912,1,0.0238,0.616,0.00805,0.121,0.192,93.997
176,Giant,spotify:track:1sEhjL5tpYtjNPlnc8jATm,sad,0.6,0.425,11,-7.499,0,0.0302,0.703,0,0.0833,0.357,124.004
177,Body,spotify:track:1RqQvfdYJBMsltegb00yN2,sad,0.803,0.168,9,-12.006,0,0.0354,0.693,0.0143,0.111,0.0892,84.99
178,Hollow,spotify:track:6kEIzzsomuC1yknzS8TAwD,sad,0.423,0.328,9,-12.168,1,0.0301,0.693,0.19,0.0851,0.191,130.997
179,Slow Mover,spotify:track:2lTU0gr2BfZaXGi6qxojv0,sad,0.544,0.478,3,-7.099,1,0.0446,0.391,0,0.0824,0.422,94.935
180,Sprinter,spotify:track:6gjkQKgCWQA2ZA9froITyw,sad,0.497,0.511,1,-7.07,1,0.0289,0.0727,1.42e-05,0.143,0.196,89.983
181,I Don't Want to Let You Down,spotify:track:52ddXzbc7N7qoVSxYsv9Of,sad,0.48,0.669,7,-6.832,1,0.0273,0.0103,0.00354,0.147,0.42,94.574
182,Unmoved (A Black Woman Truth),spotify:track:2zmLkPOV4Y3NTwh5P6gM51,sad,0.411,0.249,6,-9.739,1,0.0296,0.942,8.73e-05,0.112,0.266,123.471
183,Vampire Weeknight,spotify:track:3pEGK96mXlfsavPTQdUHOr,sad,0.553,0.37,0,-12.015,0,0.0618,0.891,0.0302,0.0619,0.223,178.821
184,Blue Vapor,spotify:track:2Fba40Uu5LoL6qzug1RxJz,sad,0.373,0.478,6,-7.963,0,0.0264,0.367,0.00026,0.111,0.254,93.849
185,"More Than You Know - Recorded at Metropolis Studios, London",spotify:track:0IBjwCuG1fEjk5OenvuL6B,sad,0.45,0.243,6,-16.042,0,0.0317,0.773,0,0.102,0.352,130.797
186,Coyote,spotify:track:7ArPT2eBw3IVvnYFoChx7s,sad,0.627,0.379,4,-10.357,1,0.0275,0.366,0.192,0.135,0.0883,136.681
187,Notion,spotify:track:2DkRjzvzTxzeijk0pjSNBD,sad,0.352,0.414,4,-6.6,0,0.0254,0.391,0.00831,0.185,0.0688,60.042
188,Antidote (Live Arrangement),spotify:track:0f7h0PyNBaSD340HcWYKJp,sad,0.498,0.404,4,-7.929,0,0.0276,0.86,0.00413,0.0943,0.0722,92.76
189,Friends with Feelings,spotify:track:6fjLHqumARq82yruyMNE1m,sad,0.718,0.194,1,-16.931,1,0.0329,0.559,9.89e-05,0.11,0.191,84.009
190,Cold Caller,spotify:track:67eBpn7WYYSUcwI76Et8iN,sad,0.466,0.423,9,-9.09,1,0.0257,0.018,0,0.126,0.297,112.299
191,Oliver,spotify:track:0hLobhgfROgP7n3MkBS9rc,sad,0.427,0.228,2,-11.209,1,0.0287,0.793,0.073,0.111,0.163,113.217
192,Drunk Dreams,spotify:track:6XhAKOoGyApoJ7E0iNrjDT,sad,0.727,0.381,2,-12.304,1,0.0347,0.632,0.0279,0.325,0.284,116.007
193,Never Really Mine,spotify:track:2Yi05qDkjAUegw2PpGan4K,sad,0.328,0.248,6,-11.898,1,0.0667,0.735,0,0.139,0.0644,179.83
194,Appointments,spotify:track:1odRNxEeolTEjFSDF6GY3s,sad,0.418,0.273,0,-8.887,1,0.0305,0.938,4.06e-05,0.0897,0.0585,110.623
195,Silk,spotify:track:418fYKL9zrcfvpI6WnIARi,sad,0.632,0.243,5,-13.464,1,0.0463,0.963,0.00324,0.106,0.0516,82.069
196,The King Of All Birds,spotify:track:3X4VOeSsQs7knyH0Uztslz,sad,0.468,0.621,9,-7.373,1,0.0339,0.333,0.00473,0.115,0.262,81.433
197,Motion Sickness (Demo - Bonus Track),spotify:track:2JxSX1MtCIAxHGlas7ysJs,chill,0.353,0.239,1,-11.059,1,0.0296,0.954,3.68e-05,0.131,0.159,95.136
198,Room,spotify:track:0qyIfrncrrZQlx2jaffhYm,chill,0.834,0.48,7,-9.227,1,0.0309,0.689,0.0518,0.141,0.67,114.034
199,Hello My Old Heart,spotify:track:2c62Xf5Po1YSa1N6LOjPHy,chill,0.557,0.299,0,-10.634,1,0.0266,0.624,0.0308,0.0914,0.297,90.081
200,Shrike,spotify:track:5uIYONgpUQ7t0v7D6CTMBt,chill,0.387,0.278,7,-8.454,0,0.0318,0.464,0.00527,0.102,0.0632,153.426
201,Real Peach - Recorded at Spotify Studios NYC,spotify:track:2eIYmspGt58UeXPNUsp1oW,chill,0.379,0.194,9,-12.644,1,0.0438,0.901,1.19e-05,0.139,0.436,170.097
202,I Can't Slow Her Down - Edit,spotify:track:1NmHZ5Vbogui7oeQYH1ExT,chill,0.404,0.643,4,-6.797,1,0.0448,0.212,0.000173,0.121,0.392,152.494
203,Bloom - Bonus Track,spotify:track:41yIvlFgvGwxq8qTqAR7eG,chill,0.592,0.416,1,-9.794,1,0.0246,0.882,0.000586,0.112,0.417,96.002
204,Weeds,spotify:track:7k72bd7LDOOJSY0uIQgxE1,chill,0.579,0.325,0,-9.835,1,0.0284,0.721,2.24e-06,0.403,0.428,79.985
205,Birds,spotify:track:3DekCgOkhOg1afxMyx1ixA,chill,0.196,0.166,10,-13.664,1,0.0331,0.891,8.23e-06,0.112,0.158,78.472
206,If We Were Vampires,spotify:track:250RLekaiL1q9qZer975Eg,chill,0.629,0.208,5,-16.225,1,0.0324,0.824,3.7e-06,0.107,0.685,96.609
207,Now You Know,spotify:track:3vNt852RXNZB8PJsIf5P2E,chill,0.522,0.103,11,-11.712,1,0.0412,0.912,1.23e-06,0.107,0.35,125.507
208,Bull Frogs Croon: i. Night Fishing,spotify:track:3XLWO3f18mpSJqAGMCyJnp,chill,0.324,0.293,7,-11.969,1,0.0383,0.838,0.04,0.481,0.269,118.222
209,Your Body,spotify:track:4LSi50PwwZFOpkusSFu9Pd,chill,0.762,0.472,3,-9.271,1,0.0345,0.725,0.00214,0.0737,0.338,96.201
210,Wasted,spotify:track:01EZT06EIdnVOLl96Parta,chill,0.766,0.563,4,-9.766,1,0.0396,0.422,0.102,0.142,0.706,93.079
211,Mockingbird,spotify:track:2CaLpacfbqCPvcLmX4ZN8e,chill,0.474,0.723,10,-4.66,1,0.0354,0.0628,3e-06,0.109,0.239,148.379
212,Olivia,spotify:track:75ATxsSO6V87RSR4UXLj2G,chill,0.629,0.551,7,-9.44,1,0.0321,0.685,2.88e-05,0.0889,0.698,81.995
213,Song for Nick Drake,spotify:track:01B4EffzLZbFRVRMyRgta1,chill,0.424,0.288,4,-12.248,1,0.0288,0.891,0.0223,0.114,0.203,97.947
214,Cool Girl,spotify:track:0FSOenCj42lbikl1vd5ah9,chill,0.73,0.205,2,-15.489,1,0.0957,0.872,0.0593,0.095,0.206,124.989
215,Now & Then (feat. Goody Grace),spotify:track:7gX11niZqP8hyy9wfAtSfS,chill,0.623,0.351,0,-9.052,1,0.0361,0.798,5.42e-06,0.12,0.149,120.999
216,Big Black Car,spotify:track:3Kj2EWpIBnvETsYq4cq0IH,chill,0.572,0.183,3,-16.069,1,0.0323,0.897,0.00275,0.103,0.404,110.029
217,For All You Give (feat. Lucy Rose),spotify:track:0vL6Dt7L7k9srca6XxtjBM,chill,0.498,0.142,11,-17.141,0,0.0385,0.956,0.00275,0.109,0.353,138.84
218,Resin,spotify:track:6AmrRS8slCMxGUZePjV6dH,chill,0.259,0.373,1,-12.925,0,0.0275,0.895,0.181,0.118,0.196,83.295
219,A Memory (feat. Georgia Harmer),spotify:track:6Azo4zZfM5g7Mh6jbs8Lt7,chill,0.677,0.0793,8,-14.711,1,0.0617,0.891,5.41e-05,0.271,0.432,56.977
220,Honest,spotify:track:0WIzzUh0vzPHk58d3e8sXJ,chill,0.41,0.44,10,-8.616,1,0.0307,0.662,0.0014,0.0663,0.304,98.097
221,Sorrow - Acoustic,spotify:track:0c5jwdFCYNXujjK785yYrI,chill,0.567,0.224,0,-10.558,1,0.0288,0.921,0,0.102,0.292,143.982
222,Detour,spotify:track:7DEY4XYmucW9CajmANlscn,chill,0.793,0.33,5,-10.986,1,0.0334,0.808,0.000981,0.0787,0.498,86.007
223,I Am California,spotify:track:27ytYULTu6QSZBhGaOKq9i,chill,0.455,0.172,3,-10.265,1,0.0307,0.236,0.0013,0.102,0.189,118.161
224,Warm Foothills,spotify:track:1YUcTZ0ehoHY6G6Prhcbj0,chill,0.274,0.209,2,-16.158,1,0.0411,0.913,0.0968,0.0978,0.0661,92.997
225,Vagabond,spotify:track:3HAgxyWGeJtIVabS2mTREt,chill,0.571,0.399,4,-11.919,1,0.0364,0.766,0.0146,0.0926,0.611,141.922
226,Immune,spotify:track:3b9xmyHRcolDEoaECLJ3OF,chill,0.545,0.365,6,-8.97,1,0.0396,0.136,4.86e-06,0.201,0.233,150.125
227,Two of Us on the Run,spotify:track:7eI7Y41wcPfqzAxqv1jogS,chill,0.441,0.283,2,-9.092,1,0.0304,0.765,0.0348,0.076,0.225,79.664
228,Rubber,spotify:track:3dsZCq57TheazHh1GVAJwO,chill,0.55,0.501,4,-8.527,1,0.0324,0.624,1.74e-06,0.0962,0.148,130.283
229,never gonna break your heart,spotify:track:2ak7xmwbLAADnngfYpLKuD,chill,0.587,0.502,2,-9.709,1,0.0383,0.289,0.00148,0.107,0.279,83.021
230,Used,spotify:track:6QaBosEz0XcT3YuMYeTI1y,chill,0.379,0.0938,2,-10.95,1,0.0391,0.938,0,0.0861,0.18,114.199
231,After All,spotify:track:3mNbESTcSwgN0qSr0I4Vzi,chill,0.409,0.322,0,-14.707,1,0.0361,0.924,0.0696,0.107,0.395,103.638
232,All Or Nothing,spotify:track:1Y6srimBdzdadympHDaZdo,chill,0.45,0.441,9,-9.436,1,0.0368,0.242,0.011,0.115,0.53,140.093
233,All the Pretty Girls,spotify:track:0QQIhT6PtJ5glyn4HKNKQ6,chill,0.466,0.496,1,-6.606,1,0.0302,0.626,6.22e-06,0.117,0.352,74.747
234,America,spotify:track:1inPvlZzUNG4hqYxLLEF0W,chill,0.393,0.104,8,-13.59,1,0.0392,0.911,0.000128,0.115,0.369,151.993
235,Masterpiece - (solo),spotify:track:5cic8eTn6twPA0ArO8zcjR,chill,0.555,0.183,4,-8.58,1,0.0375,0.884,0,0.116,0.223,131.22
236,Hold Me - Alternate Version,spotify:track:3JiqfgX20NPxT070KqaQV7,chill,0.485,0.279,2,-10.512,0,0.031,0.871,0,0.102,0.134,134.02
237,Right Down The Line,spotify:track:2aU77iuoOElIJyXl0YoI9O,chill,0.802,0.354,1,-8.091,0,0.034,0.822,2.57e-06,0.114,0.418,119.972
238,Angela (Single Version),spotify:track:5kGBSOrKYmhRfdPBw4xD8D,chill,0.652,0.601,4,-7.988,1,0.0317,0.625,0.000165,0.17,0.302,130.308
239,Featherweight,spotify:track:3ir3Eoj0pi0vlhqunNSyK3,chill,0.335,0.486,7,-12.999,0,0.0423,0.831,0.0649,0.24,0.443,152.02
240,First Day Of My Life,spotify:track:00o6POeoYnf971C6EZ8Fil,chill,0.567,0.203,1,-16.735,0,0.0365,0.904,4.68e-05,0.113,0.4,93.8
241,Uh Huh - Acoustic,spotify:track:7lqJKQZ3YmtS2fsELnpNk3,chill,0.368,0.441,4,-6.656,1,0.0457,0.599,0,0.145,0.297,192.461
242,Feel Alive Again,spotify:track:2wgCnWW5jtA6aNAJxgcEN2,chill,0.467,0.394,2,-13.816,1,0.0366,0.791,0.0346,0.12,0.255,148.988
243,San Luis,spotify:track:7gDNQLV9cr8449LFrQbk5J,chill,0.567,0.434,7,-12.755,0,0.0349,0.86,0.257,0.115,0.254,82.459
244,Portland,spotify:track:52EUFsBXu1FG5iTnTE9W2M,chill,0.326,0.221,11,-13.303,1,0.0346,0.872,0.0231,0.11,0.134,73.577
245,Alps,spotify:track:5eG8QuQKOBvDeCyoOeMkhT,chill,0.354,0.311,3,-10.377,1,0.0321,0.965,0.0315,0.204,0.135,146.631
246,Rainbow,spotify:track:6XQzy3sYwgCKPCwGvTWQ7o,chill,0.394,0.0711,2,-19.41,1,0.0559,0.98,0.00726,0.184,0.358,157.592
247,Back to Tennessee,spotify:track:6yVZtPADFaHeYpeAS45Gz2,chill,0.458,0.453,2,-8.545,1,0.0278,0.306,1.11e-05,0.149,0.224,91.779
248,The Trouble with Wanting,spotify:track:0a1Jael2mnrkLTyPetixjh,chill,0.396,0.198,2,-9.096,1,0.031,0.912,0,0.0972,0.19,138.624
249,Alaska,spotify:track:5p0WgCCVI5LnWaUEXv1OBl,chill,0.462,0.417,3,-8.533,1,0.0342,0.86,0.00347,0.106,0.348,100.979
250,Where You Are - Acoustic,spotify:track:4OrDWRw53W0rp1Lps64OFb,chill,0.387,0.174,2,-14.765,1,0.0323,0.614,0,0.12,0.213,161.304
251,In His Arms,spotify:track:221KYcs5zXX4ew6f8mumse,chill,0.641,0.101,0,-14.288,1,0.0396,0.941,2.21e-06,0.377,0.217,98.596
252,Make It Holy,spotify:track:6aIDKjD8xOEEd6xcNnINw2,chill,0.564,0.255,5,-12.982,0,0.0318,0.869,3.99e-05,0.135,0.215,133.075
253,On The Road Again,spotify:track:4Uc8xnNu2Mm1yObB0uxZI6,chill,0.619,0.454,0,-11.243,0,0.0301,0.718,0.0162,0.0774,0.695,104.329
254,Pale November Dew,spotify:track:1k0lOmYQWNyQnQYs0RepPV,chill,0.526,0.508,8,-8.643,1,0.029,0.859,0.0729,0.126,0.43,112.012
255,Putting on Airs,spotify:track:08HL66o1xVAxrQkdUkMb7D,chill,0.612,0.433,4,-11.362,1,0.0301,0.288,0.00191,0.315,0.456,118.68
256,Changes,spotify:track:0gKiONJeEtwb3hps4sUgyn,chill,0.668,0.367,11,-11.002,1,0.0285,0.891,0.00521,0.103,0.342,110.21
257,Answers (Acoustic),spotify:track:28peZbGhHydhLLeZb1FUbz,chill,0.443,0.184,11,-11.547,0,0.0282,0.954,0.000107,0.107,0.223,98.631
258,Afterglow,spotify:track:0E4Y1XIbs8GrAT1YqVy6dq,chill,0.641,0.324,11,-5.851,1,0.0299,0.698,0,0.328,0.273,110.184
259,Whale Song,spotify:track:0qFFiR3SiXqgnQvX6Q1WOO,chill,0.354,0.262,5,-11.502,1,0.0301,0.926,0.000415,0.153,0.569,179.234
260,Old Soul - Acoustic,spotify:track:30pZDEwDIFm9atVZo8Jlag,chill,0.296,0.249,2,-12.876,1,0.0283,0.348,7.41e-05,0.152,0.303,141.198
261,For Now,spotify:track:0c99BUd87HQfzgUUQqRyds,chill,0.394,0.249,5,-10.484,1,0.0396,0.927,0,0.115,0.329,79.549
262,The Rains,spotify:track:5Wvf91821sBE8aErRtpfRN,chill,0.689,0.399,6,-10.906,1,0.028,0.648,0.0167,0.0704,0.432,117.027
263,Almost Home,spotify:track:3V78OHkbhsmOv13MbBRnxt,chill,0.323,0.443,7,-9.004,1,0.0406,0.792,0,0.129,0.641,81.313
264,Winter Song,spotify:track:01NSrsQkOZ3PgRcGLGrOT5,chill,0.54,0.253,5,-14.274,1,0.032,0.837,0.00139,0.117,0.32,171.949
265,"If You Need To, Keep Time on Me",spotify:track:7d0XkI4iJ32nxeFAHFXbLQ,chill,0.521,0.22,9,-10.202,1,0.0314,0.647,0.00814,0.179,0.135,104.03
266,I-89 - Recorded At Spotify Studios NYC,spotify:track:5ou4c3qI8EvtpwsvYIM4L4,chill,0.581,0.375,7,-11.591,0,0.0359,0.818,1.05e-06,0.109,0.649,89.582
267,I Was An Eagle,spotify:track:2Imlbw05FhPRzWNyS2tokZ,chill,0.338,0.317,0,-13.835,1,0.0463,0.736,0.000466,0.12,0.466,92.413
268,Sinking Ship,spotify:track:1kYeZHJpBpbGQPlF9jznCs,chill,0.37,0.174,4,-19.316,0,0.0377,0.95,0.0029,0.11,0.181,92.75
269,Juvenescence,spotify:track:73LVxUKfVeLqlQ9qqhTQ3h,chill,0.325,0.279,5,-15.263,1,0.0348,0.916,0.961,0.102,0.34,178.044
270,For All We Know,spotify:track:5hfSLlzvYnQLJES48uZMJc,chill,0.573,0.176,10,-15.478,1,0.0313,0.783,0.142,0.102,0.288,74.866
271,Crescent City,spotify:track:32lWsea1J8tfeqvmRAX1Av,chill,0.542,0.136,1,-14.797,0,0.0348,0.937,6.92e-05,0.11,0.37,105.503
272,Before You,spotify:track:60GSDg8mVq5lIwBdQ8Fdgv,chill,0.505,0.252,9,-10.169,1,0.0321,0.765,0,0.0829,0.393,80.83
273,Golden (Acoustic),spotify:track:3tsrOkDmaJg60XJMkEmYpp,chill,0.359,0.17,4,-10.915,1,0.0308,0.91,0.000238,0.11,0.178,137.062
274,Beyond,spotify:track:1Omt5bfz1tZUCqd26HxbS0,chill,0.581,0.687,6,-5.4,1,0.105,0.229,0,0.109,0.187,76.014
275,She Burns,spotify:track:3rUw4cRDeYVZhjkUXBnFUQ,chill,0.73,0.403,4,-10.146,1,0.0483,0.718,0.00242,0.0985,0.502,124.901
276,Red And Gold,spotify:track:0t0RCYwio7OT0mtCAmv5mS,chill,0.348,0.111,10,-17.049,1,0.0313,0.796,0.0021,0.14,0.26,174.136
277,Amsterdam - Recorded at Spotify Studios NYC,spotify:track:4muAGMNipTEtIoYfMa9QL0,chill,0.532,0.317,0,-10.693,1,0.0309,0.909,0.0277,0.11,0.28,140.671
278,With You - A Sweet Little Love Song Demo,spotify:track:1RbhQxFFJM7QNKALY5JebS,chill,0.596,0.261,7,-13.778,1,0.0335,0.967,0.00454,0.112,0.62,125.329
279,Winter,spotify:track:6lRFrEmU09wbl8rMKpgZB6,chill,0.551,0.233,4,-16.073,1,0.0291,0.912,0.366,0.123,0.104,106.07
280,Shiver,spotify:track:1ODA4mZMaoBzT1TbPBW8B1,chill,0.423,0.183,9,-13.517,1,0.0344,0.715,4.25e-05,0.104,0.142,122.341
281,Wayside,spotify:track:1qIktGpjJbiikPxFDbuh1L,chill,0.629,0.23,10,-12.604,1,0.0364,0.939,0.00123,0.123,0.62,117.177
282,Great Divide,spotify:track:2n0UqC7DiRhelPWPkhviUH,chill,0.372,0.444,5,-9.036,1,0.0295,0.82,7.28e-05,0.141,0.357,162.3
283,Long Blue Light,spotify:track:3gaH1EhTC53WZeFRj3hGtp,chill,0.552,0.485,9,-9.111,1,0.0332,0.517,0.106,0.164,0.51,71.548
284,When the Sun Comes Up,spotify:track:1xijgB270GQezhBIDmlCz8,chill,0.253,0.375,7,-9.15,1,0.0295,0.8,0.00023,0.11,0.132,174.782
285,Mind on Fire,spotify:track:45RX9we2ExTAPtPmHRJT9C,chill,0.345,0.132,7,-13.633,1,0.052,0.865,0.0144,0.114,0.0414,208.648
286,Berlin,spotify:track:68XQwuLFhzaV0ThuDv2I54,chill,0.505,0.399,1,-13.827,1,0.0345,0.878,0.00558,0.0995,0.309,90.986
287,Mexico,spotify:track:6x7oPOBrfsqx9WbON5X1go,chill,0.558,0.117,5,-16.958,1,0.0345,0.964,0.000686,0.0847,0.174,131.847
288,Chemicals,spotify:track:2wDuq7nBkGJjO4ykq3aJ4D,chill,0.608,0.238,0,-13.604,1,0.0434,0.885,0.125,0.111,0.27,78.013
289,Gold,spotify:track:71u5Z6SNQR4d5SEm1gr9Md,chill,0.558,0.237,1,-12.65,1,0.0367,0.949,0.00401,0.32,0.334,79.0
290,Rust,spotify:track:4Ob6C4hbiVGVAmP0nP1i4U,chill,0.377,0.294,6,-16.106,0,0.0334,0.889,0.17,0.122,0.277,127.736
291,Life Is Confusing - Recorded at Sound Stage Studios Nashville,spotify:track:3xTqO5pmcvcQ42RIYodPNO,chill,0.57,0.157,1,-12.813,1,0.0379,0.956,6.89e-05,0.11,0.515,123.276
292,Polyester,spotify:track:7hfXWCR9YTkaD4TUk3y2ee,chill,0.379,0.0849,11,-17.825,1,0.0491,0.878,8.01e-05,0.109,0.188,167.557
293,Secret - Acoustic,spotify:track:2DAshXha1ZTujz0pP7E28P,chill,0.599,0.295,3,-11.548,1,0.0264,0.655,0.000921,0.102,0.145,112.58
294,Stanley Park - Recorded at Spotify Studios NYC,spotify:track:3EIRyXhoQP8zglbqDif1NX,chill,0.422,0.272,1,-10.401,1,0.034,0.829,8.22e-05,0.0825,0.205,80.593
295,Thin Ice,spotify:track:7EdqI2yCywlX79fr6f8a8H,chill,0.475,0.635,8,-7.617,1,0.0345,0.565,0.000556,0.109,0.537,84.822
296,Fly - Acoustic,spotify:track:2YVK7RkwslK62gTCWboDPM,chill,0.377,0.267,2,-13.29,1,0.0354,0.941,0.000155,0.0881,0.345,152.207
297,Don't Start Now - Bossa Nova,spotify:track:7fKDV269Dp1y3zBNGtnLTo,happy,0.667,0.382,2,-13.122,0,0.0398,0.926,0.151,0.18,0.916,89.985
298,Let Her Go,spotify:track:5PYR8kczV8VG6H3V6hlu5N,happy,0.805,0.315,7,-14.756,1,0.0405,0.913,0.0424,0.0991,0.775,140.045
299,Umbrella (Bossa Version),spotify:track:1RVjKn6pfJJGgVHx9I5sjw,happy,0.625,0.377,7,-12.847,0,0.0336,0.882,8.57e-06,0.121,0.467,89.048
300,Wicked Game - Bossa Nova Version,spotify:track:3kYKtUPRQd4ZO9A3UhmxAX,happy,0.687,0.0696,9,-17.504,1,0.0354,0.974,0.000901,0.107,0.167,111.888
301,Isn't She Lovely,spotify:track:3jbhdyGnHlOGg0zo4T1BS2,happy,0.731,0.312,2,-14.563,0,0.0327,0.889,0.00115,0.122,0.722,133.0
302,Girls Like You,spotify:track:269KxTQgkQuL9m5BQDESZn,happy,0.718,0.307,0,-17.001,1,0.0273,0.86,0.0402,0.103,0.761,102.286
303,Cool Kids,spotify:track:2jyfbS6X9OmOHFXYdowj2V,happy,0.499,0.233,5,-13.118,0,0.0774,0.871,2.66e-05,0.117,0.57,207.342
304,You Give Me Something (Bossa Version),spotify:track:4H39zVSTrnXomaInIgfpDY,happy,0.622,0.216,0,-15.854,1,0.0426,0.934,4.31e-06,0.0971,0.425,157.943
305,Você,spotify:track:1Dd1vP76i14CB4an8wwWW8,happy,0.708,0.289,5,-14.482,0,0.0364,0.913,0.000418,0.188,0.338,123.876
306,Blinding Lights,spotify:track:3Iy7HHDobkkXJuBrSbuoU0,happy,0.781,0.411,7,-10.643,0,0.0357,0.886,0.0529,0.116,0.915,143.933
307,Slide - Bossanova,spotify:track:08BnZm0xqnkkEEmKrmYwWk,happy,0.731,0.521,3,-11.507,0,0.106,0.841,0,0.107,0.908,92.031
308,September (Bossa Version),spotify:track:686fADYgnMdwtXvRAuxdna,happy,0.82,0.376,2,-13.46,0,0.0328,0.828,0.000193,0.112,0.757,113.97
309,Little Lies,spotify:track:1FM8XDcxXM6RXwUlRu34jy,happy,0.783,0.372,1,-13.334,1,0.0308,0.243,0.000249,0.114,0.684,110.056
310,Here Comes the Sun,spotify:track:7J29m3Vq5L3JuwGp8KjFMj,happy,0.757,0.367,0,-14.189,1,0.0337,0.811,4.03e-05,0.11,0.506,129.847
311,We Found Love (Bossa Nova Style) [Originally Performed By Rihanna and Calvin Harris],spotify:track:0YJRmdHf7PJKqBq564BKLW,happy,0.744,0.611,6,-7.531,1,0.0303,0.0228,1.28e-05,0.109,0.711,127.994
312,Cake By The Ocean,spotify:track:5Rr1dkY556PBAKf1c83clx,happy,0.833,0.406,2,-12.603,0,0.0506,0.669,0,0.113,0.739,120.005
313,Intentions - Bossa Nova,spotify:track:5A1otHjzRV8nNicKYeHD7h,happy,0.73,0.446,8,-11.458,0,0.113,0.803,0,0.134,0.906,147.881
314,Africa,spotify:track:0S4zmSgNqpRepyCstQBH4F,happy,0.9,0.384,9,-10.985,1,0.0438,0.704,0.0296,0.108,0.941,139.935
315,Like Someone in Love,spotify:track:4DX7VN18Ng5Ja7gk2lSl2i,happy,0.421,0.162,4,-11.346,0,0.0298,0.902,0,0.217,0.136,99.672
316,I Say a Little Prayer For You,spotify:track:2XJCThaQQPWv9HHY3SCaU5,happy,0.734,0.552,9,-8.146,1,0.0265,0.579,0.047,0.145,0.388,119.972
317,All of Me,spotify:track:4zGap9GhyeMN1QleAmvR1F,happy,0.695,0.39,7,-13.023,1,0.0328,0.835,0.000171,0.0966,0.633,138.946
318,Standing Outside in the Rain,spotify:track:6MmUiXsyqAehKtQrTOp9JH,happy,0.801,0.552,2,-12.442,1,0.0301,0.822,0.239,0.355,0.786,119.968
319,The Look of Love,spotify:track:0UlBfUUWaBcvQdooQ0qeqr,happy,0.743,0.437,1,-8.79,0,0.0285,0.746,0.000427,0.129,0.291,103.006
320,Self Control,spotify:track:25q0NW59vQQ2sS8QxeCjXB,happy,0.839,0.287,7,-6.245,1,0.038,0.865,0.000107,0.09,0.768,92.007
321,Big Girls Don't Cry - Bossanova,spotify:track:3vetyGs0vfHn5BE8LpsElU,happy,0.815,0.375,7,-10.277,1,0.0397,0.692,8.58e-06,0.103,0.561,107.586
322,Weak,spotify:track:24mJZpO5vC4weHpATNQXef,happy,0.699,0.569,7,-5.77,1,0.0475,0.704,0,0.131,0.345,117.045
323,Hard Woman,spotify:track:5CnJxBqumusw9dIbCqZ28B,happy,0.862,0.398,3,-10.599,1,0.0325,0.408,0.0779,0.111,0.609,108.002
324,It's a Shame,spotify:track:2g3YrAu9dB8fRkSN61wdon,happy,0.46,0.373,9,-11.729,0,0.0326,0.866,0.000243,0.0876,0.567,176.268
325,Let Her Go,spotify:track:10oVGvuMkDEwm21sQ6gt19,happy,0.69,0.447,7,-11.343,1,0.0451,0.881,0.000547,0.121,0.67,74.005
326,The Look of Love,spotify:track:4QFWdoVXNASnP4bVOA3K5j,happy,0.548,0.123,2,-13.49,1,0.0326,0.932,0,0.0924,0.257,100.11
